title,category,upc,product_type,price_excl,price_incl,tax,no_of_reviews,stock_availability,available_count
V for Vendetta (V for Vendetta Complete),Default,4a1debca3135ff37,Books,37.1,37.1,0.0,0,In stock,14
Until Friday Night (The Field Party #1),Young Adult,aba2db9afb1469c7,Books,46.31,46.31,0.0,0,In stock,14
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,76c84daa539426e2,Books,45.95,45.95,0.0,0,In stock,14
Twenty Yawns,Childrens,1d6443ffba9dfd80,Books,22.08,22.08,0.0,0,In stock,14
Through the Woods,Sequential Art,6e44bcbeac7f4360,Books,25.38,25.38,0.0,0,In stock,14
This Is Where It Ends,Young Adult,f0f38174a7e689a3,Books,27.12,27.12,0.0,0,In stock,14
The Year of Magical Thinking,Nonfiction,34c0d7c4ee5650af,Books,43.04,43.04,0.0,0,In stock,14
The Wright Brothers,Default,08b2f71d93836313,Books,56.8,56.8,0.0,0,In stock,14
The White Queen (The Cousins' War #1),Add a comment,6875c5657661b2fb,Books,25.91,25.91,0.0,0,In stock,14
The Wedding Pact (The O'Malleys #2),Romance,c5cb9f885d8b3621,Books,32.61,32.61,0.0,0,In stock,14
The Time Keeper,Fiction,e9906e2f0d189745,Books,27.88,27.88,0.0,0,In stock,14
The Testament of Mary,Fiction,081305e6df719dff,Books,52.67,52.67,0.0,0,In stock,14
The Star-Touched Queen,Fantasy,1528279aec1f3dce,Books,46.02,46.02,0.0,0,In stock,14
The Songs of the Gods,Default,00c4543ec6bd25b4,Books,44.48,44.48,0.0,0,In stock,14
The Song of Achilles,Add a comment,e88fb1c9397cfb27,Books,37.4,37.4,0.0,0,In stock,14
The Rosie Project (Don Tillman #1),Default,012094e90a4b908d,Books,54.04,54.04,0.0,0,In stock,14
The Power of Habit: Why We Do What We Do in Life and Business,Default,6bdd909329435e80,Books,16.88,16.88,0.0,0,In stock,14
The Marriage of Opposites,Historical Fiction,52cf2a5933ec5d8f,Books,28.08,28.08,0.0,0,In stock,14
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,4e812d32d64e2431,Books,10.4,10.4,0.0,0,In stock,14
The Long Haul (Diary of a Wimpy Kid #9),Humor,f21effc079a2b38a,Books,44.07,44.07,0.0,0,In stock,14
The Loney,Horror,2d88a31f325dfd3b,Books,23.4,23.4,0.0,0,In stock,14
The Literature Book (Big Ideas Simply Explained),Nonfiction,4881cc53f6c8892f,Books,17.43,17.43,0.0,0,In stock,14
The Last Mile (Amos Decker #2),Mystery,3bc89353f7e3a3cc,Books,54.21,54.21,0.0,0,In stock,14
The Immortal Life of Henrietta Lacks,Add a comment,f72f61ad6a5f12ed,Books,40.67,40.67,0.0,0,In stock,14
The Hidden Oracle (The Trials of Apollo #1),Fantasy,992974ba6a0536ea,Books,52.26,52.26,0.0,0,In stock,14
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,ddc8340dabc8641b,Books,28.77,28.77,0.0,0,In stock,14
The Guilty (Will Robie #4),Thriller,847935fc68707426,Books,13.82,13.82,0.0,0,In stock,14
The First Hostage (J.B. Collins #2),Fiction,a86972014275e072,Books,25.85,25.85,0.0,0,In stock,14
The Dovekeepers,Add a comment,3d76bc83c6b644c9,Books,48.78,48.78,0.0,0,In stock,14
The Darkest Lie,Young Adult,6edacfd1f8ebb9eb,Books,35.35,35.35,0.0,0,In stock,14
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,dc6f688b82e42a5b,Books,44.73,44.73,0.0,0,In stock,14
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,923831a05c9f91f7,Books,15.77,15.77,0.0,0,In stock,14
The 14th Colony (Cotton Malone #11),Thriller,1b8187fa4bf6ab05,Books,39.24,39.24,0.0,0,In stock,14
That Darkness (Gardiner and Renner #1),Mystery,0c7b9cf2b7662b65,Books,13.92,13.92,0.0,0,In stock,14
Tastes Like Fear (DI Marnie Rome #3),Mystery,2d1e337aaf341858,Books,10.69,10.69,0.0,0,In stock,14
Take Me with You,Fiction,2c04320e110a14a3,Books,45.21,45.21,0.0,0,In stock,14
Swell: A Year of Waves,Nonfiction,4c8b7540409da4ac,Books,45.58,45.58,0.0,0,In stock,14
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,ac8e3949d284e9a9,Books,11.89,11.89,0.0,0,In stock,14
Still Life with Bread Crumbs,Fiction,fe44cc816576c652,Books,26.41,26.41,0.0,0,In stock,14
Steve Jobs,Default,95019eac1c0a052f,Books,39.5,39.5,0.0,0,In stock,14
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,3edcccc4f341fb1a,Books,44.74,44.74,0.0,0,In stock,14
Someone Like You (The Harrisons #2),Contemporary,a278db6b2b09cf9f,Books,52.79,52.79,0.0,0,In stock,14
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,394f6d30cafc3edb,Books,35.43,35.43,0.0,0,In stock,14
Shtum,Fiction,830fb3967c74866d,Books,55.84,55.84,0.0,0,In stock,14
See America: A Celebration of Our National Parks & Treasured Sites,Travel,f9705c362f070608,Books,48.87,48.87,0.0,0,In stock,14
salt.,Poetry,86cbddb61ea78bb7,Books,46.78,46.78,0.0,0,In stock,14
Robin War,Sequential Art,85b2176b3b194030,Books,47.82,47.82,0.0,0,In stock,14
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,31e2e2d9cca3778f,Books,25.48,25.48,0.0,0,In stock,14
Rain Fish,Childrens,a6454e329f872b78,Books,23.57,23.57,0.0,0,In stock,14
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,aa35446aab16017f,Books,50.89,50.89,0.0,0,In stock,14
Pet Sematary,Horror,af58a74e4b2a23a0,Books,10.56,10.56,0.0,0,In stock,14
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,8ecf0356a3878811,Books,52.15,52.15,0.0,0,In stock,14
Once Was a Time,Childrens,e34efcc824685332,Books,18.28,18.28,0.0,0,In stock,14
Old School (Diary of a Wimpy Kid #10),Humor,02b74068fa98d8a4,Books,11.83,11.83,0.0,0,In stock,14
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,132ec5e8c984adef,Books,21.95,21.95,0.0,0,In stock,14
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,71e36f33981ddb74,Books,38.39,38.39,0.0,0,In stock,14
My Name Is Lucy Barton,Fiction,727bf2b86b19ad88,Books,41.56,41.56,0.0,0,In stock,14
My Mrs. Brown,Fiction,cc82685d9f49bc2c,Books,24.48,24.48,0.0,0,In stock,14
My Kind of Crazy,Young Adult,137b0b2775701e11,Books,40.36,40.36,0.0,0,In stock,14
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,caa2e5b3fb1b2d4c,Books,28.9,28.9,0.0,0,In stock,14
More Than Music (Chasing the Dream #1),Add a comment,47d47155e89c8be7,Books,37.61,37.61,0.0,0,In stock,14
Made to Stick: Why Some Ideas Survive and Others Die,Business,b96fc7a0ea7d4b45,Books,38.85,38.85,0.0,0,In stock,14
Luis Paints the World,Childrens,5b43cae640f2338a,Books,53.95,53.95,0.0,0,In stock,14
Luckiest Girl Alive,Default,d512871626a5e588,Books,49.83,49.83,0.0,0,In stock,14
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,a10c7515834240f3,Books,51.51,51.51,0.0,0,In stock,14
Love Is a Mix Tape (Music #1),Music,adb5f51c2e2ab13f,Books,18.03,18.03,0.0,0,In stock,14
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,24af96df0bafb925,Books,29.14,29.14,0.0,0,In stock,14
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,17fb5a88180f9904,Books,46.91,46.91,0.0,0,In stock,14
Let It Out: A Journey Through Journaling,Nonfiction,1174156c4a0eccaa,Books,26.79,26.79,0.0,0,In stock,14
Lady Midnight (The Dark Artifices #1),Default,708345c9897fd7c5,Books,16.28,16.28,0.0,0,In stock,14
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,245e6bf08b8d2955,Books,19.55,19.55,0.0,0,In stock,14
Island of Dragons (Unwanteds #7),Fantasy,2b52334fab158861,Books,29.65,29.65,0.0,0,In stock,14
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,b8a8ff84233f0570,Books,25.98,25.98,0.0,0,In stock,14
I Am Pilgrim (Pilgrim #1),Fiction,aeff7b87a8e83ebb,Books,10.6,10.6,0.0,0,In stock,14
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,fbb21a2f71f4d981,Books,14.75,14.75,0.0,0,In stock,14
"Hush, Hush (Hush, Hush #1)",Default,6b6cd77fbc91b7a6,Books,47.02,47.02,0.0,0,In stock,14
Hold Your Breath (Search and Rescue #1),Romance,0b165bd4b9f42fd5,Books,28.82,28.82,0.0,0,In stock,14
Hamilton: The Revolution,Nonfiction,afa829857f82f99e,Books,58.79,58.79,0.0,0,In stock,14
Greek Mythic History,Default,f201f263d8c23f97,Books,10.23,10.23,0.0,0,In stock,14
God: The Most Unpleasant Character in All Fiction,Religion,eec424a84c9e4c68,Books,30.03,30.03,0.0,0,In stock,14
Glory over Everything: Beyond The Kitchen House,Historical Fiction,de4b403cb629a29f,Books,45.84,45.84,0.0,0,In stock,14
Feathers: Displays of Brilliant Plumage,Art,9194ae88379dbf1a,Books,49.05,49.05,0.0,0,In stock,14
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,ac4dde0d1be05de0,Books,15.06,15.06,0.0,0,In stock,14
Every Last Word,Default,a2bd4ca82d908442,Books,46.47,46.47,0.0,0,In stock,14
Eligible (The Austen Project #4),Fiction,9eaf58b03a2779cc,Books,27.09,27.09,0.0,0,In stock,14
El Deafo,Sequential Art,27c5968fe43cc06e,Books,57.62,57.62,0.0,0,In stock,14
Eight Hundred Grapes,Fiction,1d6dd0c87d90fe92,Books,14.39,14.39,0.0,0,In stock,14
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,a01f6d368ef64dc5,Books,51.75,51.75,0.0,0,In stock,14
"Eat Fat, Get Thin",Health,047dfa57ba0bf638,Books,54.07,54.07,0.0,0,In stock,14
Don't Get Caught,Young Adult,ad2887ce04583910,Books,55.35,55.35,0.0,0,In stock,14
Doctor Sleep (The Shining #2),Horror,bf5de316a5e9a4ab,Books,40.12,40.12,0.0,0,In stock,14
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,3c6fe637a0180b01,Books,37.51,37.51,0.0,0,In stock,14
Dear Mr. Knightley,Fiction,94a958ea126cdcd5,Books,11.21,11.21,0.0,0,In stock,14
Daily Fantasy Sports,Default,0e94a089328be4bc,Books,36.58,36.58,0.0,0,In stock,14
Crazy Love: Overwhelmed by a Relentless God,Christian,4b9d9cfe0f435788,Books,47.72,47.72,0.0,0,In stock,14
Cometh the Hour (The Clifton Chronicles #6),Fiction,28cf0d1c51b491e5,Books,25.01,25.01,0.0,0,In stock,14
Code Name Verity (Code Name Verity #1),Add a comment,33a3e0e3ffde0dcd,Books,22.13,22.13,0.0,0,In stock,14
Clockwork Angel (The Infernal Devices #1),Default,42b0c50fc44140ec,Books,44.14,44.14,0.0,0,In stock,14
City of Glass (The Mortal Instruments #3),Fantasy,966ebb738e0f9d9b,Books,56.02,56.02,0.0,0,In stock,14
City of Fallen Angels (The Mortal Instruments #4),Default,1e264c677d4ee4ae,Books,11.23,11.23,0.0,0,In stock,14
City of Bones (The Mortal Instruments #1),Default,5b987e54ee72525c,Books,43.28,43.28,0.0,0,In stock,14
City of Ashes (The Mortal Instruments #2),Default,8a6ec2761f91dad2,Books,47.27,47.27,0.0,0,In stock,14
Cell,Add a comment,bfbb54bc8cdeed2b,Books,20.29,20.29,0.0,0,In stock,14
Catching Jordan (Hundred Oaks),Young Adult,e2e7b683b4c15b7d,Books,50.83,50.83,0.0,0,In stock,14
"Carry On, Warrior: Thoughts on Life Unarmed",Default,1b0fc9f777cad045,Books,31.85,31.85,0.0,0,In stock,14
Carrie,Default,5f22418922fa728b,Books,46.23,46.23,0.0,0,In stock,14
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,16ef91b9d827859c,Books,37.8,37.8,0.0,0,In stock,14
Brain on Fire: My Month of Madness,Nonfiction,a80f66b254fe9eb3,Books,49.32,49.32,0.0,0,In stock,14
Batman: Europa,Sequential Art,bf68dcb5fad3cc8c,Books,32.01,32.01,0.0,0,In stock,14
Barefoot Contessa Back to Basics,Food and Drink,999912e63a3262ae,Books,28.01,28.01,0.0,0,In stock,14
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,0e0da9192a025efc,Books,50.62,50.62,0.0,0,In stock,14
Balloon Animals,Fiction,9b65f676984c9f0c,Books,17.03,17.03,0.0,0,In stock,14
Art Ops Vol. 1,Sequential Art,ffdc825785c0ede8,Books,48.8,48.8,0.0,0,In stock,14
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,41164b8ac02a2c42,Books,58.14,58.14,0.0,0,In stock,14
Angels Walking (Angels Walking #1),Add a comment,1fbb5f786e53a0ce,Books,34.2,34.2,0.0,0,In stock,14
Angels & Demons (Robert Langdon #1),Default,ad41c24ccac0c7ce,Books,51.48,51.48,0.0,0,In stock,14
All the Light We Cannot See,Historical,39861fc1c0845d15,Books,29.87,29.87,0.0,0,In stock,14
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,5319169a72714c62,Books,10.9,10.9,0.0,0,In stock,14
Abstract City,Nonfiction,cf1aa2fc02a7d1e0,Books,56.37,56.37,0.0,0,In stock,14
A Time of Torment (Charlie Parker #14),Mystery,4416c474713ec1f5,Books,48.35,48.35,0.0,0,In stock,14
A Study in Scarlet (Sherlock Holmes #1),Mystery,63ee5bc46066a8a8,Books,16.73,16.73,0.0,0,In stock,14
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,c1379d3744f1dd2c,Books,56.48,56.48,0.0,0,In stock,14
A People's History of the United States,Add a comment,1ad06aed9349af46,Books,40.79,40.79,0.0,0,In stock,14
A Man Called Ove,Fiction,8682c03de6a844ff,Books,39.72,39.72,0.0,0,In stock,14
A Distant Mirror: The Calamitous 14th Century,History,d5e0526e1ab682a3,Books,14.58,14.58,0.0,0,In stock,14
A Brush of Wings (Angels Walking #3),Add a comment,01a177623cce9596,Books,55.51,55.51,0.0,0,In stock,14
1491: New Revelations of the Americas Before Columbus,History,6e8e5626ac4d279e,Books,21.8,21.8,0.0,0,In stock,14
"The Three Searches, Meaning, and the Story",Default,ac5e0d3938caf686,Books,13.33,13.33,0.0,0,In stock,13
Searching for Meaning in Gailana,Fantasy,2f0213137a80d485,Books,38.73,38.73,0.0,0,In stock,13
Rook,Add a comment,44d97b6707dae3f0,Books,37.86,37.86,0.0,0,In stock,13
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,8bbd7df8a324f31d,Books,11.53,11.53,0.0,0,In stock,13
13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,4be9d1910f8a4e80,Books,27.06,27.06,0.0,0,In stock,13
Will You Won't You Want Me?,Womens Fiction,077b635ff2afc578,Books,13.86,13.86,0.0,0,In stock,12
Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,148715df5a02ea5e,Books,37.55,37.55,0.0,0,In stock,12
The Star-Touched Queen,Fantasy,4a7a25be293ad678,Books,32.3,32.3,0.0,0,In stock,12
The Silent Sister (Riley MacPherson #1),Fiction,ce1ae197ada2aec4,Books,46.29,46.29,0.0,0,In stock,12
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,14e44163678e24dc,Books,26.2,26.2,0.0,0,In stock,12
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,582a21a1dbbef3cf,Books,33.26,33.26,0.0,0,In stock,12
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,3063c7e95d0bf76f,Books,59.15,59.15,0.0,0,In stock,12
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,235fa48eeed11d82,Books,39.43,39.43,0.0,0,In stock,12
The Epidemic (The Program 0.6),Young Adult,f732d7d18a91d2ba,Books,14.44,14.44,0.0,0,In stock,12
The Dinner Party,Fiction,c6ca293d4810e0d5,Books,56.54,56.54,0.0,0,In stock,12
The Diary of a Young Girl,Nonfiction,54fc03f1e1d355db,Books,59.9,59.9,0.0,0,In stock,12
The Children,Add a comment,64fd010bf8d15096,Books,11.88,11.88,0.0,0,In stock,12
Stars Above (The Lunar Chronicles #4.5),Young Adult,b63ea3f7a57ae099,Books,48.05,48.05,0.0,0,In stock,12
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,f40fea200e0c644f,Books,21.21,21.21,0.0,0,In stock,12
Raspberry Pi Electronics Projects for the Evil Genius,Default,ebf81a62e4798fd1,Books,49.67,49.67,0.0,0,In stock,12
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,8976d9161c027142,Books,43.14,43.14,0.0,0,In stock,12
Psycho: Sanitarium (Psycho #1.5),Horror,b8d7b3f5c7a95d65,Books,36.97,36.97,0.0,0,In stock,12
Poisonous (Max Revere Novels #3),Mystery,abdd91e96515a617,Books,26.8,26.8,0.0,0,In stock,12
One with You (Crossfire #5),Add a comment,81ef44fcc5f454df,Books,15.71,15.71,0.0,0,In stock,12
No Love Allowed (Dodge Cove #1),Young Adult,db84624b151cbe06,Books,54.65,54.65,0.0,0,In stock,12
Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,e7fe3bf2768602cf,Books,54.36,54.36,0.0,0,In stock,12
Most Wanted,Mystery,c039f5aceb093537,Books,35.28,35.28,0.0,0,In stock,12
"Love, Lies and Spies",Historical Fiction,9546d537fbf99eb6,Books,20.55,20.55,0.0,0,In stock,12
How to Speak Golf: An Illustrated Guide to Links Lingo,Default,b978c9852cde91bd,Books,58.32,58.32,0.0,0,In stock,12
Hide Away (Eve Duncan #20),Mystery,bddc6fd036eb6279,Books,11.84,11.84,0.0,0,In stock,12
Furiously Happy: A Funny Book About Horrible Things,Nonfiction,c6a29d6df8de968c,Books,41.46,41.46,0.0,0,In stock,12
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,76319fe9d8b465a3,Books,20.1,20.1,0.0,0,In stock,12
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,3968e3fbf4695d7c,Books,56.86,56.86,0.0,0,In stock,12
Eleanor & Park,Default,6983328f15506cb9,Books,56.51,56.51,0.0,0,In stock,12
Dirty (Dive Bar #1),Romance,df7e628bad5782b4,Books,40.83,40.83,0.0,0,In stock,12
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,d069086944f2e330,Books,48.64,48.64,0.0,0,In stock,12
Boar Island (Anna Pigeon #19),Mystery,49b24c6a41b82bd2,Books,59.48,59.48,0.0,0,In stock,12
A Paris Apartment,Historical Fiction,63343e287971bb0c,Books,39.01,39.01,0.0,0,In stock,12
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,a4eef523118805ef,Books,38.77,38.77,0.0,0,In stock,12
Troublemaker: Surviving Hollywood and Scientology,Default,515cb8fcafb1ad98,Books,48.39,48.39,0.0,0,In stock,11
The Widow,Mystery,6159d8b187831770,Books,27.26,27.26,0.0,0,In stock,11
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,985991708c47003e,Books,11.68,11.68,0.0,0,In stock,11
The Improbability of Love,Fiction,437d8dea9272d0a9,Books,59.45,59.45,0.0,0,In stock,11
The Art of Startup Fundraising,Business,1c584f82a7a1c4f0,Books,21.0,21.0,0.0,0,In stock,11
Take Me Home Tonight (Rock Star Romance #3),Romance,cf62fa272b5f0fa3,Books,53.98,53.98,0.0,0,In stock,11
Sleeping Giants (Themis Files #1),Science Fiction,f435aa99d864077d,Books,48.74,48.74,0.0,0,In stock,11
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,b06599b108e83f98,Books,21.15,21.15,0.0,0,In stock,11
Playing with Fire,Mystery,05a61a3bd8ca4149,Books,13.71,13.71,0.0,0,In stock,11
Off the Hook (Fishing for Trouble #1),Romance,b783ce08802cd1d1,Books,47.67,47.67,0.0,0,In stock,11
Mothering Sunday,Fiction,47e1b2d43f709995,Books,13.34,13.34,0.0,0,In stock,11
"Mother, Can You Not?",Nonfiction,28b2df9fadc9f07e,Books,16.89,16.89,0.0,0,In stock,11
M Train,Autobiography,5569c3fea112718e,Books,27.18,27.18,0.0,0,In stock,11
Lilac Girls,Historical Fiction,bade9943ee01b63f,Books,17.28,17.28,0.0,0,In stock,11
Lies and Other Acts of Love,Fiction,469508882dfc1991,Books,45.14,45.14,0.0,0,In stock,11
Lab Girl,Autobiography,825d6c44da3ca5a6,Books,40.85,40.85,0.0,0,In stock,11
Keep Me Posted,Womens Fiction,20dc4f1ac5d4fd9c,Books,20.46,20.46,0.0,0,In stock,11
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,ce8666d9b42fc9a0,Books,56.27,56.27,0.0,0,In stock,11
Grey (Fifty Shades #4),Womens Fiction,b5953ca1f8a0b8d7,Books,48.49,48.49,0.0,0,In stock,11
"Exit, Pursued by a Bear",Young Adult,c65c25d990fc7025,Books,51.34,51.34,0.0,0,In stock,11
Daredevils,Fiction,f608c903c451f387,Books,16.34,16.34,0.0,0,In stock,11
Cravings: Recipes for What You Want to Eat,Food and Drink,2587c54f5530dafc,Books,20.5,20.5,0.0,0,In stock,11
Born for This: How to Find the Work You Were Meant to Do,Business,816180220e8cb419,Books,21.59,21.59,0.0,0,In stock,11
Arena,Science Fiction,2c34f9432069b52b,Books,21.36,21.36,0.0,0,In stock,11
Adultery,Default,bb967277222e689c,Books,20.88,20.88,0.0,0,In stock,11
A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,2b69dec0193511d9,Books,19.53,19.53,0.0,0,In stock,11
A Gentleman's Position (Society of Gentlemen #3),Romance,40c4bf520c17de54,Books,14.75,14.75,0.0,0,In stock,11
11/22/63,Fiction,a9d7b75461084a26,Books,48.48,48.48,0.0,0,In stock,11
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,34669b2e9d407d3a,Books,24.57,24.57,0.0,0,In stock,10
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,96aa539bfd4c07e2,Books,49.71,49.71,0.0,0,In stock,10
Without Shame,Add a comment,ab60e6f5a63e1cfb,Books,48.27,48.27,0.0,0,In stock,9
Watchmen,Add a comment,d1848064c54e01c7,Books,58.05,58.05,0.0,0,In stock,9
Unlimited Intuition Now,Default,4fd0a2a350f016e6,Books,58.87,58.87,0.0,0,In stock,9
Underlying Notes,Default,0967effecd292a86,Books,11.82,11.82,0.0,0,In stock,9
The Shack,Fiction,903a9f8090104c2c,Books,28.03,28.03,0.0,0,In stock,9
The New Brand You: Your New Image Makes the Sale for You,Default,4b50fb1359ebf35d,Books,44.05,44.05,0.0,0,In stock,9
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,65cfc9f242c2984a,Books,12.34,12.34,0.0,0,In stock,9
The Flowers Lied,Default,33396269bcce166f,Books,16.68,16.68,0.0,0,In stock,9
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,ca74f2e3c35a3e77,Books,55.91,55.91,0.0,0,In stock,9
The Book of Mormon,Religion,3f25a2fedae191cc,Books,24.57,24.57,0.0,0,In stock,9
The Art and Science of Low Carbohydrate Living,Health,f9c87ccb2bc4853b,Books,52.98,52.98,0.0,0,In stock,9
The Alien Club,Young Adult,e77594ece9b9d1fe,Books,54.4,54.4,0.0,0,In stock,9
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,0e095ed785af7e43,Books,54.81,54.81,0.0,0,In stock,9
Nap-a-Roo,Childrens,913e7109cec0cb4c,Books,25.08,25.08,0.0,0,In stock,9
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,ee6c67859d70186b,Books,10.41,10.41,0.0,0,In stock,9
Modern Day Fables,Default,6baac632f7711e26,Books,47.44,47.44,0.0,0,In stock,9
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,8fab4c4f6f82a4ce,Books,20.91,20.91,0.0,0,In stock,9
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,97187f5cf0385da3,Books,33.95,33.95,0.0,0,In stock,9
Dress Your Family in Corduroy and Denim,Humor,7e9068872228c474,Books,43.68,43.68,0.0,0,In stock,9
Don't Forget Steven,Young Adult,e845d305f64154f1,Books,33.23,33.23,0.0,0,In stock,9
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,7186241e043de5dc,Books,35.92,35.92,0.0,0,In stock,9
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,d6d9ffea95f2f8bf,Books,48.63,48.63,0.0,0,In stock,9
A Shard of Ice (The Black Symphony Saga #1),Fantasy,63d5f1651880dcea,Books,56.63,56.63,0.0,0,In stock,9
A Hero's Curse (The Unseen Chronicles #1),Add a comment,c181ca8eabe7d18c,Books,50.49,50.49,0.0,0,In stock,9
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,61cf7eb9d2cd8bb0,Books,35.79,35.79,0.0,0,In stock,9
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,e77033ce559947f7,Books,34.06,34.06,0.0,0,In stock,8
Why Not Me?,Nonfiction,04f6c929888f4f11,Books,17.76,17.76,0.0,0,In stock,8
When Breath Becomes Air,Nonfiction,b69c852e7e3956af,Books,39.36,39.36,0.0,0,In stock,8
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,1809259a5a5f1d8d,Books,36.94,36.94,0.0,0,In stock,8
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,e0bdd79c7304ee8d,Books,43.62,43.62,0.0,0,In stock,8
The New Drawing on the Right Side of the Brain,Art,3eec766dda26fa64,Books,43.02,43.02,0.0,0,In stock,8
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,5a0d2e9284004266,Books,28.45,28.45,0.0,0,In stock,8
The Martian (The Martian #1),Default,9afd00e81d6208e6,Books,41.39,41.39,0.0,0,In stock,8
The High Mountains of Portugal,Fiction,4f283dfcbeccc0d4,Books,51.15,51.15,0.0,0,In stock,8
The Grownup,Short Stories,1bba4b1ba23ed2d6,Books,35.88,35.88,0.0,0,In stock,8
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,a2308a936e898d48,Books,36.91,36.91,0.0,0,In stock,8
South of Sunshine,Young Adult,331c26103d885cae,Books,28.93,28.93,0.0,0,In stock,8
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,a2475a245c9907c4,Books,38.89,38.89,0.0,0,In stock,8
Silence in the Dark (Logan Point #4),Suspense,e46a164cf310fd7d,Books,58.33,58.33,0.0,0,In stock,8
Shadows of the Past (Logan Point #1),Christian Fiction,bee6e93e9976f4fa,Books,39.67,39.67,0.0,0,In stock,8
